contig_size,prediction,contig_id
1000,facultative,GCA_000093085_10203
1000,aerobe,GCA_000093085_10204
1000,aerobe,GCA_000093085_10205
1000,aerobe,GCA_000093085_10206
1000,anaerobe,GCA_000093085_10207
1000,facultative,GCA_000093085_10208
1000,facultative,GCA_000093085_10209
1000,facultative,GCA_000093085_1021
1000,facultative,GCA_000093085_10210
1000,facultative,GCA_000093085_10211
1000,facultative,GCA_000093085_10212
1000,aerobe,GCA_000093085_10213
1000,facultative,GCA_000093085_10214
1000,anaerobe,GCA_000093085_10215
1000,aerobe,GCA_000093085_10216
1000,facultative,GCA_000093085_10217
1000,anaerobe,GCA_000093085_10218
1000,anaerobe,GCA_000093085_10219
1000,facultative,GCA_000093085_1022
1000,aerobe,GCA_000093085_10220
1000,facultative,GCA_000093085_10221
1000,aerobe,GCA_000093085_10222
1000,facultative,GCA_000093085_10223
1000,aerobe,GCA_000093085_10224
1000,facultative,GCA_000093085_10225
1000,facultative,GCA_000093085_10226
1000,facultative,GCA_000093085_10227
1000,aerobe,GCA_000093085_10228
1000,facultative,GCA_000093085_1023
1000,aerobe,GCA_000093085_10230
1000,aerobe,GCA_000093085_10231
1000,facultative,GCA_000093085_10232
1000,facultative,GCA_000093085_10233
1000,facultative,GCA_000093085_10234
1000,facultative,GCA_000093085_10235
1000,facultative,GCA_000093085_10236
1000,anaerobe,GCA_000093085_10237
1000,facultative,GCA_000093085_10238
1000,facultative,GCA_000093085_10239
1000,aerobe,GCA_000093085_1024
1000,facultative,GCA_000093085_10240
1000,facultative,GCA_000093085_10241
1000,aerobe,GCA_000093085_10242
1000,facultative,GCA_000093085_10243
1000,anaerobe,GCA_000093085_10244
1000,facultative,GCA_000093085_10245
1000,aerobe,GCA_000093085_10246
1000,facultative,GCA_000093085_10247
1000,facultative,GCA_000093085_10248
1000,aerobe,GCA_000093085_10249
1000,aerobe,GCA_000093085_1025
1000,facultative,GCA_000093085_10250
1000,facultative,GCA_000093085_10251
1000,aerobe,GCA_000093085_10252
1000,facultative,GCA_000093085_10253
1000,facultative,GCA_000093085_10254
1000,anaerobe,GCA_000093085_10255
1000,aerobe,GCA_000093085_10256
1000,facultative,GCA_000093085_10257
1000,facultative,GCA_000093085_10258
1000,facultative,GCA_000093085_10259
1000,facultative,GCA_000093085_1026
1000,facultative,GCA_000093085_10260
1000,aerobe,GCA_000093085_10261
1000,anaerobe,GCA_000093085_10262
1000,aerobe,GCA_000093085_10263
1000,aerobe,GCA_000093085_10264
1000,facultative,GCA_000093085_10265
1000,anaerobe,GCA_000093085_10266
1000,facultative,GCA_000093085_10267
1000,aerobe,GCA_000093085_10268
1000,facultative,GCA_000093085_10269
1000,aerobe,GCA_000093085_1027
1000,anaerobe,GCA_000093085_10270
1000,anaerobe,GCA_000093085_10271
1000,aerobe,GCA_000093085_10272
1000,anaerobe,GCA_000093085_10273
1000,aerobe,GCA_000093085_10274
1000,facultative,GCA_000093085_10276
1000,anaerobe,GCA_000093085_10277
1000,anaerobe,GCA_000093085_10278
1000,facultative,GCA_000093085_10279
1000,facultative,GCA_000093085_1028
1000,facultative,GCA_000093085_10280
1000,aerobe,GCA_000093085_10281
1000,facultative,GCA_000093085_10282
1000,facultative,GCA_000093085_10283
1000,aerobe,GCA_000093085_10284
1000,facultative,GCA_000093085_10285
1000,anaerobe,GCA_000093085_10286
1000,aerobe,GCA_000093085_10287
1000,aerobe,GCA_000093085_10288
1000,facultative,GCA_000093085_10289
1000,anaerobe,GCA_000093085_1029
1000,anaerobe,GCA_000093085_10290
1000,anaerobe,GCA_000093085_10291
1000,anaerobe,GCA_000093085_10292
1000,aerobe,GCA_000093085_10293
1000,aerobe,GCA_000093085_10294
1000,facultative,GCA_000093085_10295
1000,aerobe,GCA_000093085_10296
1000,aerobe,GCA_000093085_10297
1000,anaerobe,GCA_000093085_10298
1000,anaerobe,GCA_000093085_10299
1000,facultative,GCA_000093085_103
1000,anaerobe,GCA_000093085_1030
1000,facultative,GCA_000093085_10300
1000,facultative,GCA_000093085_10301
1000,anaerobe,GCA_000093085_10302
1000,aerobe,GCA_000093085_10303
1000,aerobe,GCA_000093085_10304
1000,facultative,GCA_000093085_10305
1000,aerobe,GCA_000093085_10306
1000,aerobe,GCA_000093085_10307
1000,aerobe,GCA_000093085_10308
1000,facultative,GCA_000093085_10309
1000,facultative,GCA_000093085_1031
1000,facultative,GCA_000093085_10310
1000,aerobe,GCA_000093085_10311
1000,anaerobe,GCA_000093085_10312
1000,facultative,GCA_000093085_10313
1000,anaerobe,GCA_000093085_10314
1000,aerobe,GCA_000093085_10315
1000,aerobe,GCA_000093085_10316
1000,aerobe,GCA_000093085_10317
1000,anaerobe,GCA_000093085_10318
1000,aerobe,GCA_000093085_10319
1000,facultative,GCA_000093085_1032
1000,facultative,GCA_000093085_10320
1000,anaerobe,GCA_000093085_10321
1000,facultative,GCA_000093085_10322
1000,aerobe,GCA_000093085_10323
1000,facultative,GCA_000093085_10324
1000,aerobe,GCA_000093085_10325
1000,facultative,GCA_000093085_10326
1000,aerobe,GCA_000093085_10327
1000,aerobe,GCA_000093085_10328
1000,facultative,GCA_000093085_10329
1000,aerobe,GCA_000093085_1033
1000,facultative,GCA_000093085_10330
1000,facultative,GCA_000093085_10331
1000,anaerobe,GCA_000093085_10332
1000,aerobe,GCA_000093085_10333
1000,facultative,GCA_000093085_10334
1000,anaerobe,GCA_000093085_10335
1000,facultative,GCA_000093085_10336
1000,facultative,GCA_000093085_10337
1000,anaerobe,GCA_000093085_10338
1000,aerobe,GCA_000093085_10339
1000,facultative,GCA_000093085_1034
1000,facultative,GCA_000093085_10340
1000,facultative,GCA_000093085_10341
1000,facultative,GCA_000093085_10342
1000,anaerobe,GCA_000093085_10343
1000,facultative,GCA_000093085_10344
1000,aerobe,GCA_000093085_10345
1000,anaerobe,GCA_000093085_10346
1000,aerobe,GCA_000093085_10347
1000,facultative,GCA_000093085_10348
1000,anaerobe,GCA_000093085_10349
1000,aerobe,GCA_000093085_1035
1000,anaerobe,GCA_000093085_10350
1000,facultative,GCA_000093085_10351
1000,aerobe,GCA_000093085_10352
1000,anaerobe,GCA_000093085_10353
1000,facultative,GCA_000093085_10354
1000,facultative,GCA_000093085_10355
1000,anaerobe,GCA_000093085_10356
1000,aerobe,GCA_000093085_10357
1000,aerobe,GCA_000093085_10358
1000,facultative,GCA_000093085_10359
1000,facultative,GCA_000093085_1036
1000,aerobe,GCA_000093085_10360
1000,aerobe,GCA_000093085_10361
1000,facultative,GCA_000093085_10362
1000,facultative,GCA_000093085_10363
1000,facultative,GCA_000093085_10364
1000,anaerobe,GCA_000093085_10365
1000,facultative,GCA_000093085_10366
1000,aerobe,GCA_000093085_10367
1000,facultative,GCA_000093085_10368
1000,facultative,GCA_000093085_10369
1000,facultative,GCA_000093085_1037
1000,facultative,GCA_000093085_10370
1000,anaerobe,GCA_000093085_10371
1000,facultative,GCA_000093085_10372
1000,aerobe,GCA_000093085_10373
1000,facultative,GCA_000093085_10374
1000,aerobe,GCA_000093085_10375
1000,facultative,GCA_000093085_10376
1000,facultative,GCA_000093085_10377
1000,facultative,GCA_000093085_10378
1000,facultative,GCA_000093085_10379
1000,facultative,GCA_000093085_1038
1000,anaerobe,GCA_000093085_10380
1000,facultative,GCA_000093085_10381
1000,aerobe,GCA_000093085_10382
1000,facultative,GCA_000093085_10383
1000,aerobe,GCA_000093085_10384
1000,anaerobe,GCA_000093085_10385
1000,aerobe,GCA_000093085_10386
1000,facultative,GCA_000093085_10387
1000,facultative,GCA_000093085_10388
1000,aerobe,GCA_000093085_10389
1000,facultative,GCA_000093085_1039
1000,anaerobe,GCA_000093085_10390
1000,aerobe,GCA_000093085_10391
1000,facultative,GCA_000093085_10392
1000,facultative,GCA_000093085_10393
1000,aerobe,GCA_000093085_10394
1000,facultative,GCA_000093085_10395
1000,anaerobe,GCA_000093085_10396
1000,facultative,GCA_000093085_10397
1000,aerobe,GCA_000093085_10398
1000,aerobe,GCA_000093085_10399
1000,aerobe,GCA_000093085_104
1000,aerobe,GCA_000093085_1040
1000,anaerobe,GCA_000093085_10400
1000,anaerobe,GCA_000093085_10401
1000,facultative,GCA_000093085_10402
1000,aerobe,GCA_000093085_10403
1000,facultative,GCA_000093085_10404
1000,anaerobe,GCA_000093085_10405
1000,facultative,GCA_000093085_10406
1000,aerobe,GCA_000093085_10407
1000,aerobe,GCA_000093085_10409
1000,anaerobe,GCA_000093085_1041
1000,facultative,GCA_000093085_10410
1000,facultative,GCA_000093085_10411
1000,facultative,GCA_000093085_10412
1000,anaerobe,GCA_000093085_10413
1000,anaerobe,GCA_000093085_10414
1000,facultative,GCA_000093085_10415
1000,aerobe,GCA_000093085_10416
1000,aerobe,GCA_000093085_10417
1000,anaerobe,GCA_000093085_10418
1000,aerobe,GCA_000093085_10419
1000,facultative,GCA_000093085_1042
1000,anaerobe,GCA_000093085_10420
1000,facultative,GCA_000093085_10421
1000,aerobe,GCA_000093085_10422
1000,facultative,GCA_000093085_10423
1000,aerobe,GCA_000093085_10424
1000,facultative,GCA_000093085_10425
1000,facultative,GCA_000093085_10426
1000,facultative,GCA_000093085_10427
1000,facultative,GCA_000093085_10428
1000,facultative,GCA_000093085_10429
1000,aerobe,GCA_000093085_1043
1000,aerobe,GCA_000093085_10430
1000,facultative,GCA_000093085_10431
1000,facultative,GCA_000093085_10432
1000,anaerobe,GCA_000093085_10433
1000,anaerobe,GCA_000093085_10434
1000,anaerobe,GCA_000093085_10435
1000,facultative,GCA_000093085_10436
1000,facultative,GCA_000093085_10437
1000,aerobe,GCA_000093085_10438
1000,anaerobe,GCA_000093085_10439
1000,facultative,GCA_000093085_1044
1000,facultative,GCA_000093085_10440
1000,anaerobe,GCA_000093085_10441
1000,aerobe,GCA_000093085_10442
1000,aerobe,GCA_000093085_10443
1000,aerobe,GCA_000093085_10444
1000,aerobe,GCA_000093085_10445
1000,aerobe,GCA_000093085_10446
1000,aerobe,GCA_000093085_10447
1000,anaerobe,GCA_000093085_10448
1000,anaerobe,GCA_000093085_10449
1000,aerobe,GCA_000093085_1045
1000,aerobe,GCA_000093085_10450
1000,aerobe,GCA_000093085_10451
1000,facultative,GCA_000093085_10452
1000,aerobe,GCA_000093085_10453
1000,aerobe,GCA_000093085_10454
1000,aerobe,GCA_000093085_10455
1000,aerobe,GCA_000093085_10456
1000,facultative,GCA_000093085_10457
1000,aerobe,GCA_000093085_10458
1000,facultative,GCA_000093085_10459
1000,aerobe,GCA_000093085_1046
1000,facultative,GCA_000093085_10460
1000,facultative,GCA_000093085_10461
1000,anaerobe,GCA_000093085_10462
1000,aerobe,GCA_000093085_10463
1000,anaerobe,GCA_000093085_10464
1000,facultative,GCA_000093085_10465
1000,anaerobe,GCA_000093085_10466
1000,aerobe,GCA_000093085_10467
1000,aerobe,GCA_000093085_10468
1000,aerobe,GCA_000093085_10469
1000,aerobe,GCA_000093085_1047
1000,anaerobe,GCA_000093085_10470
1000,aerobe,GCA_000093085_10471
1000,aerobe,GCA_000093085_10472
1000,anaerobe,GCA_000093085_10473
1000,facultative,GCA_000093085_10474
1000,anaerobe,GCA_000093085_10475
1000,aerobe,GCA_000093085_10476
1000,facultative,GCA_000093085_10477
1000,aerobe,GCA_000093085_10478
1000,aerobe,GCA_000093085_10479
1000,aerobe,GCA_000093085_1048
1000,anaerobe,GCA_000093085_10480
1000,anaerobe,GCA_000093085_10481
1000,aerobe,GCA_000093085_10482
1000,aerobe,GCA_000093085_10483
1000,aerobe,GCA_000093085_10484
1000,facultative,GCA_000093085_10485
1000,facultative,GCA_000093085_10486
1000,aerobe,GCA_000093085_10487
1000,aerobe,GCA_000093085_10488
1000,aerobe,GCA_000093085_10489
1000,facultative,GCA_000093085_1049
1000,facultative,GCA_000093085_10490
1000,facultative,GCA_000093085_10491
1000,aerobe,GCA_000093085_10492
1000,facultative,GCA_000093085_10493
1000,aerobe,GCA_000093085_10494
1000,anaerobe,GCA_000093085_10495
1000,anaerobe,GCA_000093085_10496
1000,aerobe,GCA_000093085_10497
1000,anaerobe,GCA_000093085_10498
1000,aerobe,GCA_000093085_10499
1000,facultative,GCA_000093085_105
1000,anaerobe,GCA_000093085_1050
1000,facultative,GCA_000093085_10500
1000,facultative,GCA_000093085_10501
1000,facultative,GCA_000093085_10502
1000,anaerobe,GCA_000093085_10503
1000,aerobe,GCA_000093085_10504
1000,anaerobe,GCA_000093085_10505
1000,facultative,GCA_000093085_10506
1000,facultative,GCA_000093085_10507
1000,anaerobe,GCA_000093085_10508
1000,facultative,GCA_000093085_10509
1000,anaerobe,GCA_000093085_1051
1000,facultative,GCA_000093085_10510
1000,aerobe,GCA_000093085_10511
1000,facultative,GCA_000093085_10512
1000,aerobe,GCA_000093085_10513
1000,facultative,GCA_000093085_10514
1000,anaerobe,GCA_000093085_10515
1000,facultative,GCA_000093085_10516
1000,facultative,GCA_000093085_10517
1000,aerobe,GCA_000093085_10518
1000,facultative,GCA_000093085_10519
1000,aerobe,GCA_000093085_1052
1000,facultative,GCA_000093085_10520
1000,aerobe,GCA_000093085_10521
1000,facultative,GCA_000093085_10522
1000,anaerobe,GCA_000093085_10523
1000,anaerobe,GCA_000093085_10524
1000,facultative,GCA_000093085_10525
1000,anaerobe,GCA_000093085_10526
1000,facultative,GCA_000093085_10527
1000,aerobe,GCA_000093085_10528
1000,anaerobe,GCA_000093085_10529
1000,facultative,GCA_000093085_1053
1000,aerobe,GCA_000093085_10530
1000,facultative,GCA_000093085_10531
1000,facultative,GCA_000093085_10532
1000,anaerobe,GCA_000093085_10533
1000,aerobe,GCA_000093085_10534
1000,facultative,GCA_000093085_10535
1000,anaerobe,GCA_000093085_10536
1000,aerobe,GCA_000093085_10537
1000,facultative,GCA_000093085_10538
1000,aerobe,GCA_000093085_10539
1000,facultative,GCA_000093085_1054
1000,aerobe,GCA_000093085_10540
1000,aerobe,GCA_000093085_10541
1000,aerobe,GCA_000093085_10542
1000,aerobe,GCA_000093085_10543
1000,facultative,GCA_000093085_10544
1000,facultative,GCA_000093085_10545
1000,aerobe,GCA_000093085_10546
1000,facultative,GCA_000093085_10547
1000,facultative,GCA_000093085_10548
1000,aerobe,GCA_000093085_10549
1000,anaerobe,GCA_000093085_1055
1000,anaerobe,GCA_000093085_10550
1000,anaerobe,GCA_000093085_10551
1000,facultative,GCA_000093085_10552
1000,facultative,GCA_000093085_10553
1000,facultative,GCA_000093085_10554
1000,facultative,GCA_000093085_10555
1000,aerobe,GCA_000093085_10556
1000,facultative,GCA_000093085_10557
1000,aerobe,GCA_000093085_10558
1000,aerobe,GCA_000093085_10559
1000,aerobe,GCA_000093085_1056
1000,anaerobe,GCA_000093085_10560
1000,facultative,GCA_000093085_10561
1000,aerobe,GCA_000093085_10562
1000,aerobe,GCA_000093085_10563
1000,anaerobe,GCA_000093085_10564
1000,facultative,GCA_000093085_10565
1000,aerobe,GCA_000093085_10566
1000,aerobe,GCA_000093085_10567
1000,anaerobe,GCA_000093085_10568
1000,aerobe,GCA_000093085_10569
1000,aerobe,GCA_000093085_1057
1000,aerobe,GCA_000093085_10570
1000,aerobe,GCA_000093085_10571
1000,anaerobe,GCA_000093085_10572
1000,anaerobe,GCA_000093085_10573
1000,facultative,GCA_000093085_10574
1000,anaerobe,GCA_000093085_10575
1000,facultative,GCA_000093085_10576
1000,facultative,GCA_000093085_10577
1000,facultative,GCA_000093085_10578
1000,facultative,GCA_000093085_10579
1000,facultative,GCA_000093085_1058
1000,facultative,GCA_000093085_10580
1000,facultative,GCA_000093085_10581
1000,facultative,GCA_000093085_10582
1000,aerobe,GCA_000093085_10583
1000,facultative,GCA_000093085_10584
1000,facultative,GCA_000093085_10585
1000,anaerobe,GCA_000093085_10586
1000,facultative,GCA_000093085_10587
1000,anaerobe,GCA_000093085_10588
1000,anaerobe,GCA_000093085_10589
1000,facultative,GCA_000093085_1059
1000,anaerobe,GCA_000093085_10590
1000,anaerobe,GCA_000093085_10591
1000,facultative,GCA_000093085_10592
1000,facultative,GCA_000093085_10593
1000,facultative,GCA_000093085_10594
1000,facultative,GCA_000093085_10595
1000,facultative,GCA_000093085_10596
1000,facultative,GCA_000093085_10597
1000,aerobe,GCA_000093085_10598
1000,anaerobe,GCA_000093085_10599
1000,aerobe,GCA_000093085_106
1000,facultative,GCA_000093085_1060
1000,facultative,GCA_000093085_10600
1000,facultative,GCA_000093085_10601
1000,facultative,GCA_000093085_10602
1000,facultative,GCA_000093085_10603
1000,anaerobe,GCA_000093085_10604
1000,facultative,GCA_000093085_10605
1000,anaerobe,GCA_000093085_10606
1000,facultative,GCA_000093085_10607
1000,facultative,GCA_000093085_10608
1000,anaerobe,GCA_000093085_10609
1000,anaerobe,GCA_000093085_1061
1000,facultative,GCA_000093085_10610
1000,anaerobe,GCA_000093085_10611
1000,aerobe,GCA_000093085_10612
1000,aerobe,GCA_000093085_10613
1000,anaerobe,GCA_000093085_10614
1000,facultative,GCA_000093085_10615
1000,aerobe,GCA_000093085_10616
1000,anaerobe,GCA_000093085_10617
1000,aerobe,GCA_000093085_10619
1000,facultative,GCA_000093085_1062
1000,anaerobe,GCA_000093085_10620
1000,facultative,GCA_000093085_10621
1000,anaerobe,GCA_000093085_10622
1000,aerobe,GCA_000093085_10623
1000,facultative,GCA_000093085_10624
1000,facultative,GCA_000093085_10625
1000,anaerobe,GCA_000093085_10626
1000,facultative,GCA_000093085_10627
1000,anaerobe,GCA_000093085_10628
1000,aerobe,GCA_000093085_10629
1000,facultative,GCA_000093085_1063
1000,anaerobe,GCA_000093085_10630
1000,aerobe,GCA_000093085_10631
1000,aerobe,GCA_000093085_10632
1000,anaerobe,GCA_000093085_10633
1000,aerobe,GCA_000093085_10634
1000,anaerobe,GCA_000093085_10635
1000,aerobe,GCA_000093085_10636
1000,facultative,GCA_000093085_10637
1000,aerobe,GCA_000093085_10638
1000,facultative,GCA_000093085_10639
1000,anaerobe,GCA_000093085_1064
1000,anaerobe,GCA_000093085_10640
1000,facultative,GCA_000093085_10641
1000,anaerobe,GCA_000093085_10642
1000,anaerobe,GCA_000093085_10643
1000,aerobe,GCA_000093085_10644
1000,facultative,GCA_000093085_10645
1000,facultative,GCA_000093085_10646
1000,aerobe,GCA_000093085_10647
1000,aerobe,GCA_000093085_10648
1000,aerobe,GCA_000093085_10649
1000,aerobe,GCA_000093085_1065
1000,facultative,GCA_000093085_10650
1000,anaerobe,GCA_000093085_10651
1000,aerobe,GCA_000093085_10652
1000,facultative,GCA_000093085_10653
1000,facultative,GCA_000093085_10654
1000,aerobe,GCA_000093085_10655
1000,facultative,GCA_000093085_10656
1000,anaerobe,GCA_000093085_10657
1000,facultative,GCA_000093085_10658
1000,facultative,GCA_000093085_10659
1000,facultative,GCA_000093085_1066
1000,facultative,GCA_000093085_10660
1000,facultative,GCA_000093085_10661
1000,anaerobe,GCA_000093085_10662
1000,aerobe,GCA_000093085_10663
1000,anaerobe,GCA_000093085_10664
1000,facultative,GCA_000093085_10665
1000,facultative,GCA_000093085_10666
1000,anaerobe,GCA_000093085_10667
1000,facultative,GCA_000093085_10668
1000,facultative,GCA_000093085_10669
1000,aerobe,GCA_000093085_1067
1000,facultative,GCA_000093085_10670
